County_Name,State_Name,year,AQI,PRESS,TEMP,RH_DP,NO,CO,so2,Ozone,PM10,WIND,LEAD,Disasters_By_Count
PENOBSCOT,MAINE,2003,39.24,104.24,55.149074,97.09,12.81,0.73,4.19,0.03,20.81,104.24,0.13,11
POLK,FLORIDA,1994,44.5,320.95214,55.149074,156.735362,12.81,0.73,3.69,0.02,23.230241,97.560398,0.124122,5
PORTER,INDIANA,2013,46.33,86.3,49.53,71.15,12.81,0.73,1.47,0.03,18.5,86.3,0.03,14
'PRINCE WILLIAM',VIRGINIA,2008,34.74,320.95214,55.149074,156.735362,4.23,0.73,4.19,0.03,23.230241,97.560398,0.124122,15
RANDOLPH,ILLINOIS,1993,50.15,320.95214,55.149074,156.735362,12.81,0.73,4.99,0.03,27.27,97.560398,0.13,1
RICHMOND,GEORGIA,2017,42.22,401.64,66.91,270.12,12.81,0.73,0.94,0.02,18.24,96.65,0.13,14
ROANOKE,VIRGINIA,1987,58.48,320.95214,55.149074,156.735362,16.05,0.58,3.87,0.03,23.230241,97.560398,0.124122,1
ROCK,WISCONSIN,2004,42.96,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,18
ROWAN,'NORTH CAROLINA',2009,49.3,92.35,55.149074,92.35,12.81,0.29,4.19,0.03,23.230241,92.35,0.124122,15
'SANTA FE','NEW MEXICO',2010,44.61,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,11.39,97.560398,0.13,8
SEMINOLE,FLORIDA,1999,46.94,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,17.26,97.560398,0.13,11
SIMPSON,KENTUCKY,1993,40.01,320.95214,57.04,57.04,14.45,0.73,4.19,0.03,23.230241,97.560398,0.124122,1
SUBLETTE,WYOMING,1996,34.06,320.95214,55.149074,56.58,12.81,0.73,4.19,0.05,23.230241,97.560398,0.124122,3
SUFFOLK,MASSACHUSETTS,1983,85.61,320.95214,55.3,55.3,23.01,2.33,10.64,0.02,23.85,97.560398,0.39,2
SUMNER,TENNESSEE,1990,84.67,320.95214,55.149074,156.735362,12.81,0.73,6.83,0.03,23.230241,97.560398,0.124122,5
TOLLAND,CONNECTICUT,2002,64.47,983.84,50,361.24,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,5
TOOELE,UTAH,2012,42.12,320.95214,55.47,51.32,12.81,0.73,4.19,0.05,23.230241,97.560398,0.124122,11
VICTORIA,TEXAS,1998,37.54,81.02,71.65,78.41,12.81,0.73,4.19,0.03,23.230241,81.02,0.124122,13
VIGO,INDIANA,1984,90.86,320.95214,52.81,52.81,13,0.73,10.76,0.03,39.26,97.560398,0.13,4
WABASH,INDIANA,2011,41.29,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,14
WAYNE,MICHIGAN,2002,70.65,929.29,51.31,348.89,18.98,0.43,5.39,0.03,35.47,97.560398,0.02,21
WESTON,WYOMING,2015,41.22,706.03,48.2,282.27,8.81,0.73,0.52,0.04,14.12,78.61,0.13,28
WRIGHT,MINNESOTA,2006,42.72,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,20
WYANDOTTE,KANSAS,1998,52.71,320.95214,55.149074,156.735362,19.91,0.47,3.64,0.03,32.54,97.560398,0.13,11
ALLEGHENY,PENNSYLVANIA,1997,92.95,320.95214,55.149074,156.735362,25.4,0.77,11.47,0.03,27.14,97.560398,0.03,30
ALLEN,INDIANA,1986,41.49,320.95214,55.64,55.64,8.34,0.36,3.87,0.03,32.38,97.560398,0.08,7
ALLEN,OHIO,1983,44.89,320.95214,55.149074,156.735362,12.81,0.73,4.57,0.03,23.230241,97.560398,0.124122,2
ANOKA,MINNESOTA,1986,27.56,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,23.230241,97.560398,0.124122,10
BERKELEY,'SOUTH CAROLINA',2003,39.36,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,23.230241,97.560398,0.124122,25
BERKELEY,'WEST VIRGINIA',2001,57.25,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.79,97.560398,0.13,9
BEXAR,TEXAS,2016,46.07,73.53,70.7,72.6,6.16,0.7,0.71,0.03,19.13,73.53,0.13,98
'BIG HORN',WYOMING,2014,39.97,619.11,44.76,224.78,8.59,0.73,4.19,0.03,20.95,100.88,0.13,9
BOONE,KENTUCKY,2015,38.62,74.82,54.22,67.95,12.81,0.73,4.19,0.03,23.230241,74.82,0.124122,17
BREVARD,FLORIDA,2008,43.45,320.95214,55.149074,156.735362,12.81,0.73,1.12,0.03,15.68,97.560398,0.13,31
BROWN,WISCONSIN,2007,50.48,320.95214,55.149074,156.735362,12.81,0.73,2.45,0.04,23.230241,97.560398,0.124122,7
BUTTE,IDAHO,1995,40.05,91.93,43.2,62.12,12.81,0.73,4.19,0.04,23.230241,91.93,0.124122,2
CADDO,LOUISIANA,2017,39.02,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,60
CARROLL,INDIANA,2002,68.88,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,2
CECIL,MARYLAND,2012,50.15,405.83,55.99,267.65,12.81,0.73,4.19,0.04,23.230241,107.89,0.124122,15
CHAMPAIGN,ILLINOIS,2017,42.44,100.26,53.98,81.68,12.81,0.13,0.3,0.03,23.230241,100.26,0.124122,23
CHEROKEE,'SOUTH CAROLINA',1998,64.36,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,7
COOK,ILLINOIS,2001,77.6,129.41,67.64,124.56,24.8,0.86,4.57,0.02,30.02,100.42,0.02,23
CUMBERLAND,'NORTH CAROLINA',2002,53.93,320.95214,53.18,59.3,12.81,0.71,1.39,0.03,20.61,97.560398,0.13,11
DAUPHIN,PENNSYLVANIA,2005,61.77,320.95214,55.149074,156.735362,12.81,0.37,3.32,0.03,21.24,97.560398,0.13,3
EDMONSON,KENTUCKY,2003,46.47,392.19,56.14,249.1,12.81,0.73,4.19,0.03,23.230241,92.73,0.124122,8
EDMONSON,KENTUCKY,2010,46.34,392.76,57.32,261.1,12.81,0.18,1.29,0.04,23.230241,94.2,0.124122,11
EFFINGHAM,ILLINOIS,1981,26.77,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,23.85,97.560398,0.11,1
ERIE,'NEW YORK',1988,90.11,320.95214,55.149074,156.735362,20.79,0.63,12.81,0.03,30.97,97.560398,0.05,8
FAYETTE,KENTUCKY,2009,44.88,320.95214,55.149074,156.735362,7.65,0.73,2.72,0.03,16.63,97.560398,0.13,7
FLORENCE,WISCONSIN,1995,36.73,320.95214,41.09,41.09,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,1
GARFIELD,COLORADO,2015,50.08,341.78,47.24,176.49,4.96,0.73,4.19,0.04,12.58,99.9,0.13,2
GLYNN,GEORGIA,2009,28.64,320.95214,55.149074,156.735362,12.81,0.73,1.09,0.03,23.65,97.560398,0.13,18
GRAFTON,'NEW HAMPSHIRE',1997,35.84,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,4
GUILFORD,'NORTH CAROLINA',1984,44.73,320.95214,55.149074,156.735362,12.81,0.73,4.18,0.04,23.85,97.560398,0.23,5
HAMILTON,OHIO,2014,59.04,393.5,54,258.98,17.49,0.27,2.01,0.03,18.16,98.68,0,20
HANCOCK,KENTUCKY,2016,42.73,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,7
HARRISON,IOWA,2007,43.93,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,20
HENRICO,VIRGINIA,1996,39.62,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,21.12,97.560398,0.13,17
HILLSBOROUGH,'NEW HAMPSHIRE',1994,52.21,320.95214,55.149074,156.735362,12.95,0.95,3.94,0.03,14.35,97.560398,0.05,2
HUNT,TEXAS,2005,49.77,87.79,65.64,80.41,6.86,0.73,4.19,0.03,23.230241,87.79,0.124122,15
JACKSON,INDIANA,2000,56.32,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,2
JACKSON,INDIANA,2009,41.82,84.36,53.59,69.99,12.81,0.73,4.19,0.03,23.230241,84.36,0.124122,19
JACKSON,MISSOURI,1995,48.67,100.62,55.149074,100.62,17.83,0.77,1.76,0.04,23.02,100.62,0,30
JACKSON,'SOUTH DAKOTA',2004,38.87,100.55,50.53,70.88,12.81,0.73,4.19,0.04,9.76,100.55,0.13,8
JEFFERSON,LOUISIANA,2014,43.89,320.95214,55.149074,156.735362,6.7,0.73,4.19,0.03,23.230241,97.560398,0.124122,4
JEFFERSON,WISCONSIN,1996,43.13,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,10
JESSAMINE,KENTUCKY,2012,33.78,320.95214,59.05,59.05,12.81,0.73,1.56,0.04,23.230241,97.560398,0.124122,7
KENNEBEC,MAINE,2009,24.44,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,13.3,97.560398,0.13,6
KENT,MICHIGAN,1985,40.87,320.95214,55.149074,156.735362,12.81,0.49,4.22,0.03,35.92,97.560398,0.19,5
KENT,'RHODE ISLAND',1987,65.36,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.85,97.560398,0.02,1
KOOCHICHING,MINNESOTA,1993,32.54,96.7,36.64,63.82,12.81,0.73,4.19,0.03,23.230241,96.7,0.124122,1
LACKAWANNA,PENNSYLVANIA,2002,58.16,320.95214,55.149074,156.735362,12.63,0.06,3,0.03,18.33,97.560398,0.13,9
LAMAR,MISSISSIPPI,1992,46.13,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,3
LAUDERDALE,MISSISSIPPI,1993,34.29,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,23.230241,97.560398,0.124122,15
LAWRENCE,PENNSYLVANIA,2003,45.81,320.95214,55.149074,156.735362,14.09,0.38,7.95,0.02,25.97,97.560398,0.13,33
LEON,FLORIDA,1996,35.53,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,14.19,97.560398,0.13,4
LUZERNE,PENNSYLVANIA,1992,41.82,320.95214,55.149074,156.735362,15.57,0.89,6.08,0.02,26.43,97.560398,0.04,9
LUZERNE,PENNSYLVANIA,2000,50.8,320.95214,55.149074,156.735362,12.42,0.34,5.12,0.02,17.4,97.560398,0.13,8
MADERA,CALIFORNIA,2013,77.23,337.38,62.69,229.54,10.04,0.73,4.19,0.04,29.6,108.44,0.13,1
MADISON,INDIANA,1998,45.97,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,20.33,97.560398,0.13,14
MANATEE,FLORIDA,2007,43.75,320.95214,55.149074,156.735362,4.16,0.73,0.79,0.03,27.43,97.560398,0.13,6
MARICOPA,ARIZONA,1996,81.24,320.95214,55.149074,156.735362,28.63,1.39,3.15,0.03,41.61,97.560398,0.04,86
MARICOPA,ARIZONA,2001,83.73,320.95214,55.149074,35.56,25.25,0.94,1.98,0.03,40.35,97.560398,0.13,35
MARION,FLORIDA,2009,40.92,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,16
MCCRACKEN,KENTUCKY,1993,47.9,320.95214,55.149074,156.735362,10.8,0.4,4.32,0.02,24.16,97.560398,0.13,2
MEDINA,OHIO,1996,57.6,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,20
MONMOUTH,'NEW JERSEY',1980,66.37,320.95214,72,72,12.81,1.92,4.65,0.05,23.230241,97.560398,0.124122,1
MONTGOMERY,PENNSYLVANIA,1993,58.02,320.95214,55.149074,156.735362,21.76,0.46,7.57,0.03,23.85,97.560398,0.04,2
OSCEOLA,FLORIDA,1993,34.11,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,23.230241,97.560398,0.124122,1
PAULDING,GEORGIA,2004,52.73,973.06,61.6,368.86,3.88,0.3,4.19,0.04,23.85,97.560398,0,2
PEORIA,ILLINOIS,1980,46.25,94.17,55.149074,94.17,12.81,1.25,7.65,0.02,23.85,94.17,0.28,6
PERRY,MISSOURI,2004,45.32,96.22,55.149074,96.22,12.81,0.73,4.19,0.03,23.230241,96.22,0.124122,6
PIERCE,WASHINGTON,1989,50.2,320.95214,55.149074,81.5,12.81,1.83,5.9,0.03,37.2,97.560398,0.03,1
PIKE,KENTUCKY,2007,54.46,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,18
POSEY,INDIANA,2003,54.85,1002.82,55.27,375.32,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,2
RACINE,WISCONSIN,1992,34.26,1016.67,46.63,366.94,12.81,1.15,4.19,0.03,23.230241,97.560398,0.124122,2
RICHLAND,'SOUTH CAROLINA',2006,62.02,92.16,55.149074,92.16,7.51,0.47,1.75,0.03,21.84,92.16,0,24
RILEY,KANSAS,2002,50.1,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,39
RIVERSIDE,CALIFORNIA,2001,114.48,76.9,64.68,78.03,19.55,0.77,0.81,0.04,46.77,101.29,0.04,35
ROCKWALL,TEXAS,2014,38.79,86.77,64.13,78.82,12.81,0.73,4.19,0.03,23.230241,86.77,0.124122,5
'SALT LAKE',UTAH,2002,70.44,320.95214,52.33,56.28,19.32,0.54,2.9,0.04,33.88,97.560398,0.02,4
'SAN MIGUEL',COLORADO,2010,22.76,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,19.65,97.560398,0.13,4
SANDOVAL,'NEW MEXICO',2011,51.45,824.38,54.96,306.22,12.81,0.73,4.19,0.04,35.42,97.560398,0.13,3
SARATOGA,'NEW YORK',1998,40.1,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,18.94,97.560398,0.13,36
SAUK,WISCONSIN,2005,45.35,320.95214,46.72,46.72,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,15
SHELBY,ALABAMA,2008,46.68,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,43
'ST. CHARLES',LOUISIANA,1999,45.91,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,27.05,97.560398,0.13,4
'ST. MARTIN',LOUISIANA,2017,36.6,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,3
STORY,IOWA,2009,35.17,87.09,55.149074,87.09,12.81,0.73,4.19,0.03,23.230241,87.09,0.124122,32
SUMNER,KANSAS,2013,41.56,320.95214,55.149074,156.735362,4.48,0.73,0.61,0.03,23.230241,97.560398,0.124122,23
SUMNER,TENNESSEE,2010,58.66,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,17
TOLLAND,CONNECTICUT,1984,66.31,320.95214,54.79,54.79,12.81,0.73,4.19,0.04,23.85,97.560398,0.11,2
TRUMBULL,OHIO,2013,42.89,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,14.31,97.560398,0.01,20
TUCKER,'WEST VIRGINIA',1991,49.24,320.95214,55.149074,72,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,7
'VAN BUREN',IOWA,1991,43.71,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,1
WARREN,OHIO,2002,65.97,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,13
WASHOE,NEVADA,1999,54.48,320.95214,55.149074,156.735362,8.91,0.9,4.19,0.03,33.63,97.560398,0.13,7
WAUKESHA,WISCONSIN,2006,36.72,1012.34,50.63,531.48,12.81,0.73,4.19,0.03,20.12,97.560398,0.13,42
YORK,MAINE,1984,57.19,320.95214,55.149074,156.735362,12.81,0.73,4.54,0.04,23.85,97.560398,0.06,1
ALBANY,WYOMING,2017,52.18,326.75,43.67,121.84,8.21,0.73,1.21,0.04,14.62,99.29,0.13,5
ALEXANDER,'NORTH CAROLINA',1985,61.93,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,5
BALTIMORE,MARYLAND,2015,46.89,395.31,55.2,261.1,11.92,0.22,1.4,0.03,23.230241,87.92,0.124122,57
BARNWELL,'SOUTH CAROLINA',2004,40.05,77.25,55.149074,77.25,2.92,0.73,1.15,0.03,18.34,77.25,0.13,5
BEAUREGARD,LOUISIANA,1994,40.85,320.95214,55.149074,156.735362,5.59,0.73,4.19,0.03,23.230241,97.560398,0.124122,13
BERKELEY,'WEST VIRGINIA',2017,39.11,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,18
BROWARD,FLORIDA,2002,41.51,320.95214,55.149074,156.735362,8.16,0.59,1.07,0.02,14.94,97.560398,0.13,18
BUNCOMBE,'NORTH CAROLINA',1988,41.69,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,28.84,97.560398,0.13,5
CAMERON,TEXAS,2014,45.2,84.13,72.82,80.3,12.81,0.13,4.19,0.03,23.85,84.13,0,13
CECIL,MARYLAND,1998,47.06,320.95214,65.89,68.48,12.81,0.73,4.19,0.04,16.09,97.560398,0.13,9
CEDAR,MISSOURI,2007,52.43,98.58,85.68,94.11,12.81,0.73,4.19,0.04,23.230241,98.58,0.124122,15
CHARLESTON,'SOUTH CAROLINA',2000,57.54,87.87,55.149074,84.85,8.38,0.36,1.86,0.03,21.15,87.87,0.01,10
CHATHAM,'NORTH CAROLINA',2015,30.76,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,23.230241,97.560398,0.124122,12
CHESTER,'SOUTH CAROLINA',1998,70.95,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,9
CLINTON,MICHIGAN,2011,42.67,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,3
COLUMBIA,FLORIDA,2013,40.53,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,12
'CROW WING',MINNESOTA,2011,36.49,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,21
DARLINGTON,'SOUTH CAROLINA',2016,39.63,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,35
DAVIESS,KENTUCKY,2000,48.41,320.95214,55.149074,156.735362,10.44,0.01,4.17,0.03,20.69,97.560398,0.13,14
DAVIESS,KENTUCKY,2002,51,320.95214,58.29,58.29,9.56,0.73,3.84,0.03,19.79,97.560398,0.13,10
DAVIESS,KENTUCKY,2012,49.57,320.95214,63.55,63.55,5.49,0.73,2.92,0.04,23.230241,97.560398,0.124122,26
DELAWARE,OHIO,2015,40.56,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,10
DELAWARE,PENNSYLVANIA,1988,72.34,320.95214,55.149074,156.735362,12.81,0.73,10.84,0.03,23.230241,97.560398,0.124122,6
DENVER,COLORADO,1989,68.71,88.87,52,81.49,39.07,1.67,6.9,0.02,33.75,88.87,0.03,4
DODGE,WISCONSIN,1998,52.19,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,11
DOUGLAS,GEORGIA,1992,44.42,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,1
DUNN,'NORTH DAKOTA',2012,37.2,384.4,44.78,299.5,1.92,0.73,0.39,0.03,19.78,109.22,0.13,5
'EL DORADO',CALIFORNIA,1992,73.91,320.95214,55.149074,54.57,11.45,1.39,4.19,0.04,28.22,97.560398,0.13,1
ELKHART,INDIANA,1996,59.97,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,11
ELLIS,TEXAS,2017,44.81,91.43,67.6,76.88,3.41,0.73,0.21,0.03,23.230241,91.43,0.124122,19
FOREST,WISCONSIN,2008,38.89,320.95214,50.51,62.64,12.81,0.73,2.06,0.04,9.43,97.560398,0.13,9
FORSYTH,'NORTH CAROLINA',2012,48.79,386.37,59.86,258.91,7.66,0.31,0.23,0.03,13.02,85.66,0.13,28
FREDERICK,VIRGINIA,2003,46.52,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,4
GREENE,INDIANA,2014,41.95,95.83,57.68,84.93,12.81,0.73,4.19,0.04,23.230241,95.83,0.124122,2
GREENE,MISSOURI,1992,49.11,320.95214,55.149074,156.735362,10.2,0.68,2.86,0.02,18.86,97.560398,0.13,10
GWINNETT,GEORGIA,2013,40.25,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,18
HENDRICKS,INDIANA,2003,44.55,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,14
HENRICO,VIRGINIA,2011,46.8,1010.04,60.48,378.46,8.03,0.24,1.03,0.03,14.55,97.560398,0,14
HONOLULU,HAWAII,2003,25.93,320.95214,55.149074,156.735362,4.43,0.62,0.47,0.02,15.41,97.560398,0,34
HUNTERDON,'NEW JERSEY',2018,41.44,1012.16,52.47,363.38,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,7
INGHAM,MICHIGAN,2008,43.72,371.44,48.55,290.36,12.81,0.73,4.19,0.04,23.230241,102.63,0.124122,16
INGHAM,MICHIGAN,2010,39.45,394.88,50.57,308.75,9.88,0.73,4.19,0.03,23.230241,101.9,0.124122,5
JEFFERSON,KENTUCKY,1993,69.54,320.95214,55.149074,156.735362,16.04,0.85,7.25,0.02,28.26,97.560398,0.03,5
JOHNSON,INDIANA,2009,47.1,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,3
JOHNSTON,'NORTH CAROLINA',1998,75.12,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,12
JOHNSTON,'NORTH CAROLINA',2006,51.74,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,47
KENOSHA,WISCONSIN,1983,53.73,320.95214,55.149074,156.735362,10,0.73,4.03,0.03,23.230241,97.560398,0.124122,4
KINGS,CALIFORNIA,2011,76.8,321.2,61.99,247.63,9.37,0.73,4.19,0.03,34.09,122.84,0.13,5
KNOX,OHIO,1995,56.6,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,14
LAKE,ILLINOIS,2012,43.83,104.94,52.3,86.94,12.81,0.73,4.19,0.03,23.230241,104.94,0.124122,2
LAKE,MINNESOTA,1984,31.6,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,2
LITCHFIELD,CONNECTICUT,2003,40.38,320.95214,43.94,50.17,12.81,0.73,4.19,0.05,4,97.560398,0.13,5
LORAIN,OHIO,1992,48.1,320.95214,55.149074,156.735362,12.81,0.73,5.73,0.03,24.34,97.560398,0.13,15
LUZERNE,PENNSYLVANIA,1996,49.19,320.95214,55.149074,156.735362,16.93,0.64,3.94,0.03,21.26,97.560398,0.13,12
MARION,INDIANA,2011,65.31,301.62,54.71,184.81,11.42,0.36,2.16,0.03,20.42,98.55,0.02,47
MEDINA,OHIO,1991,71,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,8
MENDOCINO,CALIFORNIA,2018,45.35,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,14.85,97.560398,0.13,5
MOFFAT,COLORADO,2011,44.23,729.65,44.93,232.32,12.81,0.73,4.19,0.04,23.230241,102.17,0.124122,5
MONROE,MISSOURI,1995,38.91,100.96,55.149074,100.96,12.81,0.73,3.21,0.04,15.42,100.96,0.13,3
MONROE,'NEW YORK',1985,74.91,320.95214,55.149074,156.735362,12.81,0.69,11.51,0.03,21.75,97.560398,0.21,6
MONROE,'NEW YORK',2009,38.49,400.46,50.12,263.31,12.81,0.42,2.53,0.03,23.230241,102.68,0.124122,19
MONTEREY,CALIFORNIA,2005,35.75,320.95214,56.1,56.1,7.6,0.32,4.19,0.03,16.15,97.560398,0.13,1
MONTGOMERY,IOWA,2008,39.21,970.59,48.45,367.11,12.81,0.73,4.19,0.03,16.67,97.560398,0.13,13
NAVAJO,ARIZONA,2010,46.32,103.9,54.32,76.63,12.81,0.73,4.19,0.04,15.01,103.9,0.13,19
'NEW HANOVER','NORTH CAROLINA',2007,54.37,320.95214,55.149074,156.735362,12.81,0.73,6.33,0.03,23.230241,97.560398,0.124122,5
OLDHAM,KENTUCKY,1982,39.1,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,2
ORANGE,FLORIDA,1996,42.47,320.95214,55.149074,156.735362,12.7,0.91,1.19,0.03,20.58,97.560398,0,23
ORANGE,'NEW YORK',2017,35.99,1001.83,51.25,526.54,12.81,0.73,4.19,0.03,23.85,97.560398,0.01,20
PENOBSCOT,MAINE,1997,37.58,108.8,21.08,104.38,12.81,0.73,4.19,0.03,20.6,108.8,0.13,2
PERRY,KENTUCKY,2006,48.99,981.3,54.79,287.07,12.81,0.73,4.19,0.03,21.94,97.560398,0.13,11
PHILADELPHIA,PENNSYLVANIA,2012,60.22,95.44,60.92,77.83,17.76,0.29,1.5,0.03,18.14,95.44,0.04,14
PICKENS,'SOUTH CAROLINA',1988,61.84,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,3
PORTAGE,OHIO,2013,32.41,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,23.230241,97.560398,0.124122,10
ROCKINGHAM,VIRGINIA,2010,42.51,320.95214,55.149074,156.735362,8.88,0.73,1.16,0.03,23.230241,97.560398,0.124122,17
SARASOTA,FLORIDA,1996,46.96,320.95214,55.149074,156.735362,12.81,1.32,1.64,0.03,24.94,97.560398,0.13,13
SEDGWICK,KANSAS,2018,42.72,320.95214,55.149074,156.735362,7.8,0.73,4.19,0.03,25.23,97.560398,0.13,54
'SILVER BOW',MONTANA,1981,46.05,320.95214,55.149074,156.735362,21.17,0.73,4.19,0,23.230241,97.560398,0.124122,1
SOLANO,CALIFORNIA,1981,43.22,320.95214,55.149074,156.735362,18.45,1.13,0.35,0.02,23.85,97.560398,0.2,1
STARK,OHIO,2008,42.52,320.95214,55.149074,156.735362,12.81,0.85,4.19,0.03,23.230241,97.560398,0.124122,23
SUFFOLK,'NEW YORK',1999,51,320.95214,55.149074,156.735362,12.81,0.73,6.55,0.03,23.230241,97.560398,0.124122,15
SUMTER,ALABAMA,2006,42.47,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,5
SWAIN,'NORTH CAROLINA',1996,26.91,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,20.96,97.560398,0.13,3
TOMPKINS,'NEW YORK',1995,49.81,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,10
TUSCALOOSA,ALABAMA,2004,43.07,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,23.230241,97.560398,0.124122,30
UNION,'SOUTH CAROLINA',1997,44.74,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,23.230241,97.560398,0.124122,12
UNION,'SOUTH DAKOTA',2012,48.9,97.46,52.63,82.52,3.6,0.14,0.31,0.03,20.77,97.46,0.13,8
VALENCIA,'NEW MEXICO',1992,43.72,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,4
